id_person,person_name,sex,birthdate,passport,drive_license
382,Колобов Андроник Иосипович,муж,2016-06-07,NULL,NULL
383,Яков Елизарович Гришин,муж,2015-02-27,NULL,NULL
384,Зинаида Эльдаровна Захарова,жен,1981-03-23,0312059526,1112468132
385,Касьян Герасимович Симонов,муж,1988-04-01,10020130666,5729026252
386,Дорофей Вячеславович Силин,муж,1971-12-10,4010771010170,6204039391
387,Артемьев Харитон Ефремович,муж,1971-08-11,10822820557,0520641009
388,Ладимир Тихонович Мясников,муж,1997-12-17,71047849798,18499546310
389,Павлов Ярополк Арсенович,муж,1982-10-31,98051063897,1107967101054
390,Марина Григорьевна Сидорова,жен,1992-04-10,1683805684,832310481105
391,Элеонора Наумовна Полякова,жен,1973-05-05,9870264629,2293843847
392,Валерьян Герасимович Щербаков,муж,1979-11-25,853191710104,1010107297992
393,Глафира Игоревна Кулакова,жен,2004-12-31,3759881880,NULL
394,Федотова Лариса Рудольфовна,жен,2001-01-09,038109101856,13501101609
395,Сафонова Вера Николаевна,жен,2001-03-11,91149410296,9673866814
396,Евлампий Харитонович Осипов,муж,2006-07-05,NULL,NULL
397,Авдеев Мстислав Валерьевич,муж,1983-08-19,59110647806,2755299070
398,Лукина Анна Святославовна,жен,2000-05-08,63787391092,4772557332
399,Филатов Аверкий Артурович,муж,1999-02-18,2880016499,3578716735
400,Нина Федоровна Игнатьева,жен,1979-09-03,5954179130,16847992810
401,Максим Филиппович Лапин,муж,2017-04-21,NULL,NULL
402,Трофимова Наина Кирилловна,жен,2019-10-08,NULL,NULL
403,Веселова Любовь Васильевна,жен,1996-11-07,7943477341,49520610667
404,Стоян Фомич Шестаков,муж,1987-10-30,63941031788,0910385101032
405,Калашникова Синклитикия Руслановна,жен,2020-04-06,NULL,NULL
406,Евгения Болеславовна Шашкова,жен,1970-12-28,84558240104,5969680541
407,Суханова Нинель Эдуардовна,жен,1994-12-10,8442340048,021087816104
408,Лапина Ия Романовна,жен,1993-05-17,3020050560,33638102190
409,Марина Святославовна Третьякова,жен,2019-09-26,NULL,NULL
410,Антонин Еремеевич Артемьев,муж,2011-08-14,NULL,NULL
411,Соколов Пимен Фролович,муж,1979-01-08,281016253810,8432126400
412,Беспалова Зоя Яковлевна,жен,1981-07-11,107810110510410,74830657910
413,Анна Васильевна Бобылева,жен,2012-07-09,NULL,NULL
414,Назар Якубович Большаков,муж,1992-05-17,61010311072510,13110286801
415,Самойлова Наталья Владимировна,жен,1976-02-26,41983010032,8958273347
416,Елисей Ефимьевич Евсеев,муж,2014-06-27,NULL,NULL
417,Козлов Виталий Герасимович,муж,1973-06-12,7518250738,8323762229
418,Владимирова Елизавета Валериевна,жен,1980-02-19,112102224910,10101030510441
419,Комиссарова Эмилия Филипповна,жен,1995-08-09,210110744025,3804613996
420,Гордеев Пахом Харламович,муж,1978-11-14,6344144106,5007757995
421,Шашков Евстафий Эдгардович,муж,1972-05-12,2962334822,9410214640
422,Ефремова Любовь Мироновна,жен,1994-09-04,5987560796,9344434084
423,Королев Софон Аверьянович,муж,2005-12-06,2829637892,NULL
424,Виктор Эдуардович Николаев,муж,1995-05-24,210521501091,8454734346
425,Аксенов Светозар Германович,муж,2018-11-13,NULL,NULL
426,Лидия Аркадьевна Сорокина,жен,2000-05-18,1674483971,33586107117
427,Лапин Ферапонт Викентьевич,муж,1991-06-04,5311681252,9170210838
428,Турова Варвара Васильевна,жен,1978-08-27,4238285558,59927455510
429,Ипат Юльевич Сазонов,муж,1977-06-05,23662610220,69488720610
430,Юдина Зоя Владимировна,жен,1992-06-03,310802910994,6383741576
431,Соломон Харлампович Комиссаров,муж,1979-05-19,090211071109,8902141107
432,Макарова Ангелина Захаровна,жен,2007-06-25,NULL,NULL
433,Калинин Никодим Бенедиктович,муж,1981-02-07,05038769010,26267040010
434,Филарет Ярославович Морозов,муж,1999-02-25,8594047437,1632209056
435,Евдокимов Лукьян Трофимович,муж,1982-09-03,6660100497,7356091751
436,Орехова Ия Ивановна,жен,2002-04-15,010908367910,NULL
437,Софон Изотович Мамонтов,муж,1983-01-07,74510373890,3976835953
438,Кириллова Надежда Владимировна,жен,2002-08-28,0104979180,NULL
439,Куликова Феврония Аркадьевна,жен,2018-02-17,NULL,NULL
440,Евгения Феликсовна Миронова,жен,1979-08-19,0984375307,07162186109
441,Борислав Евстигнеевич Сысоев,муж,1972-02-04,82008661012,82124386510
442,Федоров Софрон Евстигнеевич,муж,2010-02-01,NULL,NULL
443,Жанна Михайловна Владимирова,жен,2006-12-21,NULL,NULL
444,Якушев Рубен Демидович,муж,2003-08-08,071071027034,NULL
445,Денис Демьянович Калашников,муж,2003-08-30,36351068937,NULL
446,Надежда Васильевна Горшкова,жен,2011-08-17,NULL,NULL
447,Платон Филиппович Макаров,муж,2003-05-10,37510427307,NULL
448,Руслан Ааронович Терентьев,муж,2018-12-15,NULL,NULL
449,Ефремова Кира Альбертовна,жен,2010-02-02,NULL,NULL
450,Беспалова Варвара Леоновна,жен,2003-12-05,30110363704,NULL
451,Самсонова Милица Валентиновна,жен,1998-09-04,8066303191,10714900460
452,Елисей Харитонович Панов,муж,1988-06-27,728010010434,61064911878
453,Панова Александра Мироновна,жен,1995-08-03,5091309537,8557182870
454,Мишина Евдокия Захаровна,жен,1991-10-03,1004532721,101016101034
455,Кулакова Оксана Ефимовна,жен,1973-04-02,13108056010,0481763656
456,Кузьмина Евпраксия Андреевна,жен,1985-08-07,310310328397,92393110363
457,Артемьева Октябрина Филипповна,жен,1973-08-26,290710010687,77336371000
458,Ильин Пимен Евсеевич,муж,1972-07-06,696811086108,1487971312
459,Иван Алексеевич Брагин,муж,2017-06-14,NULL,NULL
460,Пахомов Андрей Гаврилович,муж,1975-04-25,10331244206,6740110601
461,Варвара Макаровна Большакова,жен,2001-09-18,1089152101095,3216434844
462,Наумов Казимир Марсович,муж,2018-04-20,NULL,NULL
463,Акулина Оскаровна Блинова,жен,1995-10-26,1008355464,1873950557
464,Антонина Владимировна Герасимова,жен,1992-02-01,63418107667,5161167084
465,Ираида Рубеновна Зайцева,жен,2003-06-14,5750483115,NULL
466,Олег Чеславович Суворов,муж,1994-01-12,02310466117,071056102663
467,Раиса Геннадиевна Котова,жен,2003-09-20,02243424107,NULL
468,Агата Ильинична Сазонова,жен,1990-11-05,71052215032,9626666474
469,Семенова Алина Вениаминовна,жен,1981-08-13,0893633058,5702016698
470,Орехов Дорофей Демьянович,муж,2006-08-17,NULL,NULL
471,Ангелина Вадимовна Филатова,жен,1987-05-18,48441034373,56024953109
472,Куликов Ермолай Гурьевич,муж,1977-10-06,07761110603,5064484382
473,Ефремова Наталья Яковлевна,жен,1993-02-02,101008989486,2706144547
474,Виталий Витальевич Морозов,муж,1976-05-19,94819101902,11061010911110
475,Екатерина Кирилловна Молчанова,жен,1978-12-16,510810624103,24139178105
476,Горбунова Наталья Андреевна,жен,1973-01-24,3609266623,7005943968
477,Казакова Пелагея Алексеевна,жен,2013-04-08,NULL,NULL
478,Самойлов Аркадий Эдгардович,муж,2009-06-19,NULL,NULL
479,Ирина Геннадьевна Кулакова,жен,1974-08-13,44310440318,77427528610
480,Новиков Самуил Авдеевич,муж,1979-08-24,1253850711,2444802283
481,Рогова Алина Борисовна,жен,1985-05-20,101049302058,93503400210
482,Карпова Виктория Тимуровна,жен,2019-04-18,NULL,NULL
483,Дмитрий Еремеевич Щербаков,муж,2007-04-19,NULL,NULL
484,Клавдия Михайловна Доронина,жен,2001-06-12,10639946892,1433975017
485,Мельников Денис Геннадиевич,муж,1994-12-23,10295110137,2627619750
486,Фадеев Федосий Виленович,муж,2019-07-22,NULL,NULL
487,Людмила Степановна Волкова,жен,1970-10-22,41007926444,6810610110754
488,Викторин Валерьянович Захаров,муж,1986-05-21,35877010052,92833441074
489,Дмитрий Давидович Воронцов,муж,2000-06-02,210541081108,4491410822
490,Прасковья Михайловна Павлова,жен,2000-10-29,8837770829,2661832089
491,г-н Данилов Осип Бориславович,муж,1992-12-21,78140510747,55954015102
